Weenie ID,Weenie String,Weenie Class Name,Release,Type,Status,Patch Name,Quest Name,Comments
8297,Myrrh Pea,peaherbmyrrh,Retail,,,,,
8298,Saffron Pea,peaherbsaffron,Retail,,,,,
8299,Vervain Pea,peaherbvervain,Retail,,,,,
8300,Wormwood Pea,peaherbwormwood,Retail,,,,,
8301,Yarrow Pea,peaherbyarrow,Retail,,,,,
8302,Brimstone Pea,peaalchembrimstone,Retail,,,,,
8303,Cadmia Pea,peaalchemcadmia,Retail,,,,,
8304,Cinnabar Pea,peaalchemcinnabar,Retail,,,,,
8305,Cobalt Pea,peaalchemcobalt,Retail,,,,,
8306,Colcothar Pea,peaalchemcolcothar,Retail,,,,,
8307,Gypsum Pea,peaalchemgypsum,Retail,,,,,
8308,Quicksilver Pea,peaalchemquicksilver,Retail,,,,,
8309,Realgar Pea,peaalchemrealgar,Retail,,,,,
8310,Stibnite Pea,peaalchemstibnite,Retail,,,,,
8311,Turpeth Pea,peaalchemturpeth,Retail,,,,,
8312,Verdigris Pea,peaalchemverdigris,Retail,,,,,
8313,Vitriol Pea,peaalchemvitriol,Retail,,,,,
8314,Powdered Agate Pea,peapowderagate,Retail,,,,,
8315,Powdered Amber Pea,peapowderamber,Retail,,,,,
8316,Powdered Azurite Pea,peapowderazurite,Retail,,,,,
8317,Powdered Bloodstone Pea,peapowderbloodstone,Retail,,,,,
8318,Powdered Carnelian Pea,peapowdercarnelian,Retail,,,,,
8319,Powdered Hematite Pea,peapowderhematite,Retail,,,,,
8320,Powdered Lapis Lazuli Pea,peapowderlapislazuli,Retail,,,,,
8321,Powdered Malachite Pea,peapowdermalachite,Retail,,,,,
8322,Powdered Moonstone Pea,peapowdermoonstone,Retail,,,,,
8323,Powdered Onyx Pea,peapowderonyx,Retail,,,,,
8324,Powdered Quartz Pea,peapowderquartz,Retail,,,,,
8325,Powdered Turquoise Pea,peapowderturquoise,Retail,,,,,
8326,Copper Pea,peascarabcopper,Retail,,,,,
8327,Gold Pea,peascarabgold,Retail,,,,,
8328,Iron Pea,peascarabiron,Retail,,,,,
8329,Lead Pea,peascarablead,Retail,,,,,
8330,Pyreal Pea,peascarabpyreal,Retail,,,,,
8331,Silver Pea,peascarabsilver,Retail,,,,,
8332,Alder Pea,peatalismanalder,Retail,,,,,
8333,Ashwood Pea,peatalismanashwood,Retail,,,,,
8334,Birch Pea,peatalismanbirch,Retail,,,,,
8335,Blackthorn Pea,peatalismanblackthorn,Retail,,,,,
8336,Cedar Pea,peatalismancedar,Retail,,,,,
8337,Ebony Pea,peatalismanebony,Retail,,,,,
8338,Elder Pea,peatalismanelder,Retail,,,,,
8339,Hazel Pea,peatalismanhazel,Retail,,,,,
8340,Hemlock Pea,peatalismanhemlock,Retail,,,,,
8341,Oak Pea,peatalismanoak,Retail,,,,,
8342,Poplar Pea,peatalismanpoplar,Retail,,,,,
8343,Rowan Pea,peatalismanrowan,Retail,,,,,
8344,Willow Pea,peatalismanwillow,Retail,,,,,
8345,Yew Pea,peatalismanyew,Retail,,,,,
8346,Blue Pea,peataperblue,Retail,,,,,
8347,Brown Pea,peataperbrown,Retail,,,,,
8348,Green Pea,peatapergreen,Retail,,,,,
8349,Grey Pea,peatapergrey,Retail,,,,,
8350,Indigo Pea,peataperindigo,Retail,,,,,
8351,Orange Pea,peataperorange,Retail,,,,,
8352,Pink Pea,peataperpink,Retail,,,,,
8353,Red Pea,peataperred,Retail,,,,,
8354,Turquoise Pea,peataperturquoise,Retail,,,,,
8355,Violet Pea,peataperviolet,Retail,,,,,
8356,White Pea,peataperwhite,Retail,,,,,
8357,Yellow Pea,peataperyellow,Retail,,,,,
8358,Anniversary-Effect Gen,1yearanniversaryeffectgen,Retail,,,,,
8359,Anniversary Effect,anniversaryeffect,Retail,,,,,
8360,A Battered Leather Journal,bookmartine1,Retail,,,,,
8361,A Dry Withered Leather Bound Journal,bookmartine2,Retail,,,,,
8362,Olivier Rognath,easthamolivierrognath,Retail,,,,,
8363,Mace of the Explorer,maceexplorer,Retail,,,,,
8364,Banderling Mace Head,maceheadbanderling,Retail,,,,,
8365,Banderling Mace Shaft,maceshaftbanderling,Retail,,,,,
8366,Banderling Ceremonial Weapon,macebanderlingceremonial,Retail,,,,,
8367,Mosswart Maze Portal,portalmosswartmaze,Retail,,,,,
8368,Surface Portal,portalmosswartmazeexit,Retail,,,,,
8369,Crystal Nodule,gemknath,Retail,,,,,
8370,Aino Lunnan-Shin,xaragemcollector,Retail,,,,,
8371,Kireth Gown with Band,dressaluvian,Retail,,,,,
8372,Yifan Dress,dresssho,Retail,,,,,
8373,Kiyafa Robe,dressgharundim,Retail,,,,,
8374,Ancient Tomb,coffinxara,Retail,,,,,
8375,A Stained Book,notefloatingcityf,Retail,,,,,
8376,A Stained Book,notefloatingcityg,Retail,,,,,
8377,Beer Keg,beerkeg,Retail,,,,,
8378,Beer Stein,beerstein,Retail,,,,,
8379,Banderling Conquest Dungeon,portalmosswartbanderlingdungeon,Retail,,,,,
8380,Surface Portal,portalmosswartbanderlingdungeonexit,Retail,,,,,
8381,Sotiris Portal,portalsotiris,Retail,,,,,
8382,Surface Portal,portalsotirisexit,Retail,,,,,
8383,Direlands Desert Northeast Portal,portalnedesertdirelands,Retail,,,,,
8384,Direlands Southwest Shore Portal,portalswshoredirelands,Retail,,,,,
8385,Direlands Southeast Shore,portalseshoredirelands,Retail,,,,,
8386,Direlands Valleys Portal,portalmidvalleydirelands,Retail,,,,,
8387,North Direlands Valley Junction,portalnorthvalleydirelands,Retail,,,,,
8388,Direlands Northwest Shore Portal,portalnwshoredirelands,Retail,,,,,
8389,Direlands North Landbridge Portal,portalnorthlandbridgedirelands,Retail,,,,,
8390,Direlands South Landbridge Portal,portalsouthlandbridgedirelands,Retail,,,,,
8391,Filled Beer Stein,beersteinfull,Retail,,,,,
8392,Tumideon Fortress Portal,portaltumideonfortress,Retail,,,,,
8393,Surface Portal,portaltumideonfortressexit,Retail,,,,,
8394,Olthoi Helm,helmolthoinew,Retail,,,,,
8395,Jack o' Lantern,jackolantern,Retail,,,,,
8396,Heaume,heaumeold,Retail,,,,,
8397,The Breaking of the Crystal Core,bookcrystalcore,Retail,,,,,
8398,Poem by Diyas al-Yat,noteeliotpoem,Retail,,,,,
8399,Kireth Gown with Band,dressaluvianlowcut,Retail,,,,,
8400,Orb of the Bunny Booty,orbwhitebunny,Retail,,,,,
8401,Portal to Linvak Tukal,portallinvaktukal,Retail,,,,,
8402,Tsua Kagemata,maskcollectorsho,Retail,,,,,
8403,Janda Sulifiya,maskcollectorgharundim,Retail,,,,,
8404,Alexander the Deft,maskcollectoraluvian,Retail,,,,,
8405,Flamma,fireelementalflammanofall,Retail,,,,,
8406,Flare,fireelementalflarenofall,Retail,,,,,
8407,Zofrit Zefir,zefirzofritnofall,Retail,,,,,
8408,Door,doororganic,Retail,,,,,
8409,Door,doororganicactivated,Retail,,,,,
8410,Door,doororganicactivatedfast,Retail,,,,,
8411,Door,doororganiclockedbrilliant,Retail,,,,,
8412,Door,doororganiclockedexcellent,Retail,,,,,
8413,Door,doororganiclockedfair,Retail,,,,,
8414,Door,doororganiclockedgood,Retail,,,,,
8415,Door,doororganiclockedimpregnable,Retail,,,,,
8416,Door,doororganiclockedintricate,Retail,,,,,
8417,Door,doororganiclockedpoor,Retail,,,,,
8418,Door,doororganic-ai,Retail,,,,,
8419,Button,buttonswitchmini,Retail,,,,,
8420,Button,buttonswitchsmall,Retail,,,,,
8421,Plant,switchleaftree,Retail,,,,,
8422,Shadow Circle Generator,shadowchildcirclegen,Retail,,,,,
8423,Small Shadow Child,shadowchildmeditate,Retail,,,,,
8424,Island Armoredillo Spine,spineisland,Retail,,,,,
8425,Idol Gem,gemidol,Retail,,,,,
8426,Jungle Phyntos Wasp Wing,waspwingjungle,Retail,,,,,
8427,Mosswart Fanatic,mosswartfanatic,Retail,,,,,
8428,Mosswart Idolator,mosswartidolater,Retail,,,,,
8429,Mosswart Zealot,mosswartzealot,Retail,,,,,
8430,Mosswart Soul Trapper,mosswartsoultrapper,Retail,,,,,
8431,Nomad Mu-miyah,mumiyahnomad,Retail,,,,,
8432,Vanten the Archmage,krystarchmage,Retail,,,,,
8433,Armorer Padira Yukinara,krystarmorer,Retail,,,,,
8434,Barkeep Brita the Boisterous,krystbarkeep,Retail,,,,,
8435,"Sharon the Skilled, Bowyer",krystbowyer,Retail,,,,,
8436,Healer Sanami Siohiro,krysthealer,Retail,,,,,
8437,Jeweler Imad Nedjim,krystjeweler,Retail,,,,,
8438,Kamira Mohonoko the Provisioner,krystprovisioner,Retail,,,,,
8439,Natalie the Scribe,krystscribe,Retail,,,,,
8440,Weaponsmith Illic Ibn'Abulfiq,krystweaponsmith,Retail,,,,,
8441,Zenzaburou Hensu,krystleader,Retail,,,,,
8442,Treacherous Tunnels Portal,portaltreacheroustunnels,Retail,,,,,
8443,Surface Portal,portaltreacheroustunnelsexit,Retail,,,,,
8444,Treacherous Tunnels Portal,portaltreacheroustunnelsbottom,Retail,,,,,
8445,Forsaken Portal,portalforsaken,Retail,,,,,
8446,The Magi's Refuge,krystarchmagesign,Retail,,,,,
8447,The Whipping Vine,krystarmorsign,Retail,,,,,
8448,The Olthoi's Eye,krystbowyersign,Retail,,,,,
8449,The Wildsong Inn,krystgrocersign,Retail,,,,,
8450,The Emerald Grove,krystjewelersign,Retail,,,,,
8451,Nature's Balm,krystscribesign,Retail,,,,,
8452,Kryst,krystsign,Retail,,,,,
8453,The Wildsong Inn,krysttavernsign,Retail,,,,,
8454,The Whipping Vine,krystweaponsign,Retail,,,,,
8455,White Rabbit Lair,portalwhiterabbitlair,Retail,,,,,
8456,Moarsmen Hideout,portalmoarsmenhideout,Retail,,,,,
8457,Surface Portal,portalmoarsmenhideoutexit,Retail,,,,,
8458,Slithis Pit,portalslithispit,Retail,,,,,
8459,Surface Portal,portalslithispitexit,Retail,,,,,
8460,Idol Camp Generator,idolcampgen,Retail,,,,,
8461,Dread Idol Camp Generator,idoldreadlowcampgen,Retail,,,,,
8462,Mosswart Idol Low Camp Generator,mosswartidollowcampgen,Retail,,,,,
8463,Mosswart Idol High Camp Generator,mosswartidolhighcampgen,Retail,,,,,
8464,Sulthis Camp Generator,sulthiscampgen,Retail,,,,,
8465,Mumiyah Nomad Camp Generator,mumiyahnomadcampgen,Retail,,,,,
8466,Idol,idol,Retail,,,,,
8467,Dread Idol,idoldread,Retail,,,,,
8468,Sulthis Tendril,sulthistendril,Retail,,,,,
8469,Sulthis Tentacle,sulthistentacle,Retail,,,,,
8470,Sulthis Eye Stalk,sulthiseyestalk,Retail,,,,,
8471,Sturdy Armoredillo Hide,armoredillohidesturdy,Retail,,,,,
8472,Fine Armoredillo Hide Shirt,shirtarmoredillohide,Retail,,,,,
8473,Fine Spine Axe,axespinefine,Retail,,,,,
8474,Mud Cave,portalmudcave,Retail,,,,,
8475,Surface Portal,portalmudcaveexit,Retail,,,,,
8476,Moarsmen Muck,portalmoarsmenmuck,Retail,,,,,
8477,Surface Portal,portalmoarsmenmuckexit,Retail,,,,,
8478,Small Temple,portalvesayensmalltemplea,Retail,,,,,
8479,Surface,portalvesayensmalltempleexit,Retail,,,,,
8480,Small Temple,portalvesayensmalltempleb,Retail,,,,,
8481,Surface,portalvesayensmalltemplebexit,Retail,,,,,
8482,Small Temple,portalvesayensmalltemplec,Retail,,,,,
8483,Surface,portalvesayensmalltemplecexit,Retail,,,,,
8484,Small Ruin,portalvesayensmallruin,Retail,,,,,
8485,Surface,portalvesayensmallruinexit,Retail,,,,,
8486,Mosswart Nest,portalvesayenmosswartnest,Retail,,,,,
8487,Surface,portalvesayenmosswartnestexit,Retail,,,,,
8488,Armet,armet,Retail,,,,,
8489,Heaume,heaumenew,Retail,,,,,
8490,MacNiall the Unruled,freeholdleader,Retail,,,,,
8491,Onda Nakoza,freeholdlieutenant,Retail,,,,,
8492,Kaza Nijina the Archmage,freeholdarchmage,Retail,,,,,
8493,Jesren the Jolly Barkeep,freeholdbarkeep,Retail,,,,,
8494,Lin Hanza the Bowyer,freeholdbowyer,Retail,,,,,
8495,Provisioner Warster the Handy,freeholdshopkeep,Retail,,,,,
8496,Weaponsmith Bornak the Crookblade,freeholdweaponsmith,Retail,,,,,
8497,Jungle Shadows,portaljungleshadows,Retail,,,,,
8498,Surface,portaljungleshadowsexit,Retail,,,,,
8499,Northern Point,portalnorthernpoint,Retail,,,,,
8500,River Mouth,portalrivermouth,Retail,,,,,
8501,Southern Mt. Esper,portalsouthesper,Retail,,,,,
8502,South Shore Heights,portalsouthshoreheights,Retail,,,,,
8503,Bael'Zharon,baelzharon,Retail,,,,,
8504,Brief Letter,noteadja,Retail,,,,,
8505,Damp Scroll,noteadjauntranslated,Retail,,,,,
8506,Campaign Journal,noteanadil,Retail,,,,,
8507,Heavy Book of Notes,noteanadiluntranslated,Retail,,,,,
8508,Translated Letter,notemaila,Retail,,,,,
8509,Tear-Stained Parchment,notemailauntranslated,Retail,,,,,
8510,Adja's Memorial,npkswitch2,Retail,,,,,
8511,Ancient Key,keyadja,Retail,,,,,
8512,Corroded Platinum Key,keyherald,Retail,,,,,
8513,Vault Door,dooralaidain,Retail,,,,,
8514,Mistress' Chest,chestadja,Retail,,,,,
8515,Treasury of the Order,chestherald,Retail,,,,,
8516,The Black Breath,shadowcloudhuge,Retail,,,,,
8517,Alaidain's Gem,gemalaidain,Retail,,,,,
8518,Lady Aerfalle,aerfallegeneral,Retail,,,,,
8519,Silver Key,catacombkey,Retail,,,,,
8520,Broken Silver Key,catacombkeya,Retail,,,,,
8521,Snapped Silver Key,catacombkeyb,Retail,,,,,
8522,Split Silver Key,catacombkeyc,Retail,,,,,
8523,Partial Silver Key,catacombkeypartial,Retail,,,,,
8524,Asmolum's Dagger,daggerasmolum,Retail,,,,,
8525,Asmolum's Throwing Dagger,daggerthrowingasmolum,Retail,,,,,
8526,Staff of the Nomads,staffanadil,Retail,,,,,
8527,Staff of the Nomads,staffanadilfake,Retail,,,,,
8528,Splintered Staff,staffanadilpiece1,Retail,,,,,
8529,Splintered Staff,staffanadilpiece2,Retail,,,,,
8530,Scroll of Sanctuary Recall,scrollsanctuaryrecall,Retail,,,,,
8531,Scroll of Martyr,scrollmartyr,Retail,,,,,
8532,Catacombs of Ithaenc Portal,portalcoi,Retail,,,,,
8533,Cathedral Ruins Portal,portalcoiexit,Retail,,,,,
8534,Kelderam's Path,portalcoipk,Retail,,,,,
8535,Savao Islet Portal,portalsavao,Retail,,,,,
8536,Perimeter Portal,portalperimeter,Retail,,,,,
8537,Asmolum the Worm,darkrevenantasmolum,Retail,,,,,
8538,Bane Grievver,grievverbaneherald,Retail,,,,,
8539,Anadil of Shakrassekor,mumiyahanadil,Retail,,,,,
8540,Dark Revenant,shadowinfiltrator,Retail,,,,,
8541,Shadow Governess,shadowlieutenantpiper,Retail,,,,,
8542,Shard of the Herald,soulcrystalherald,Retail,,,,,
8543,Chalicmere Legion Commander,skeletongreatgeneral,Retail,,,,,
8544,Silver Tusker,tuskersilverherald,Retail,,,,,
8545,Virindi Observer,virindiobserverherald,Retail,,,,,
8546,Organic Shadow Floor Hotspot!,organicshadowfloor,Retail,,,,,
8547,Warning Sign,xaratimmysign,Retail,,,,,
8548,Magic trap,trap-staminablight,Retail,,,,,
8549,Shockwave,shockwavefastring,Retail,,,,,
8550,Adja's Well,welladja,Retail,,,,,
8551,Kelderam's Path,gemportalcoipk,Retail,,,,,
8552,The Healer's Heart,orbhealer,Retail,,,,,
8553,Kelderam's Tomb,tombkelderam,Retail,,,,,
8554,Destroyed Portal to Kryst,portalkryst,Retail,,,,,
8555,Freehold Portal,portalfreehold,Retail,,,,,
8556,The History of the Vesayen Isles,bookvesayenbandit,Retail,,,,,
8557,Mosswart Feud Rumor,rumormosswartfactions,Retail,,,,,
8558,Rumuba Rumor,rumorrumuba,Retail,,,,,
8559,Shard of the Herald Portal,portalherald,Retail,,,,,
8560,Dericostian Longbow,longbowdericost,Retail,,,,,
8561,Skeleton Captain Paradrop Gen!,skelcaptdropgen,Retail,,,,,
8562,Skeleton Lord,skeletonlordfortarcher,Retail,,,,,
8563,Lich,zombielichtowerarcher,Retail,,,,,
8564,Old Rotted Sign,treacheroustunnelssign,Retail,,,,,
8576,Rumuba's Hidey-Hole,portalrumubahideyhole,Retail,,,,,
8577,Surface,portalrumubahideyholeexit,Retail,,,,,
8578,A Mosswart Hideout,portalmosswartrisingdungeon,Retail,,,,,
8579,Surface Portal,portalmosswartrisingexit,Retail,,,,,
8580,Waterfall,waterfalllarge,Retail,,,,,
8581,Sir Martine's Journal,bookmartine3,Retail,,,,,
8582,Lady Kathendi's Pyre,kathendipyre,Retail,,,,,
8583,The Black Breath,shadowcloudcreature,Retail,,,,,
8584,Moarsmen Spawning Grounds,portalmoarsmenspawninggrounds,Retail,,,,,
8585,Surface,portalmoarsmenspawninggroundsexit,Retail,,,,,
8586,Idol Spawning Grounds,portalidolspawninggrounds,Retail,,,,,
8587,Surface,portalidolspawninggroundsexit,Retail,,,,,
8588,Idol,idolfake,Retail,,,,,
8589,Idol,idoldreadfake,Retail,,,,,
8590,Idol Gen,idolgen,Retail,,,,,
8591,Dark Revenant,zombiedarkrevenantmeditate,Retail,,,,,
8592,Revenant,zombierevenantmeditate,Retail,,,,,
8593,Relic Bones,skeletonrelicbonesmeditate,Retail,,,,,
8594,Ashen Bones,skeletonashenbonesmeditate,Retail,,,,,
8595,Cursed Bones,skeletoncursedbonesmeditate,Retail,,,,,
8596,Lady Aerfalle,aerfallegeneralmeditate,Retail,,,,,
8597,Dereth Exploration Society Notice,froretimmysign,Retail,,,,,
8598,Moars,portalvesayenmoars,Retail,,,,,
8599,Surface,portalvesayenmoarsexit,Retail,,,,,
8600,Moars Laboratory,portalvesayenmoarslaboratory,Retail,,,,,
8601,Surface,portalvesayenmoarslaboratoryexit,Retail,,,,,
8602,Missile,missilegreen,Retail,,,,,
8603,Missile,missileyellow,Retail,,,,,
8604,Missile,missileblue,Retail,,,,,
8605,Missile,missilepurple,Retail,,,,,
8606,Missile,missilewhite,Retail,,,,,
8607,Missile,missilered,Retail,,,,,
8608,Missile,missileorange,Retail,,,,,
8609,Missile,missileblack,Retail,,,,,
8610,Missile,missilegrey,Retail,,,,,
8611,Portal to Baelzharon,portalbaelzharon,Retail,,,,,
8612,Rumuba's Jade Spear,spearjaderumuba,Retail,,,,,
8613,Rumuba's Jade Spearhead,spearheadjaderumuba,Retail,,,,,
8614,Rumuba the Mosswart,mosswartcollectorrumuba,Retail,,,,,
8615,Desert Northern Edge Portal,portaldesertnorthernedge,Retail,,,,,
8616,Eastham Beach Portal,portaleasthambeach,Retail,,,,,
8617,Mayoi Beach Portal,portalmayoibeach,Retail,,,,,
8618,Vesayen Isles Portal,portalvesayenisles,Retail,,,,,
8619,Slithis Splinter,slithissplinter,Retail,,,,,
8620,Javelin,javelinmonsteronly2,Retail,,,,,
8621,Acid Javelin,javelinacidmonsteronly2,Retail,,,,,
8622,Frost Javelin,javelinfrostmonsteronly2,Retail,,,,,
8623,Spear,spearmonsteronly2,Retail,,,,,
8624,Acid Spear,spearacidmonsteronly2,Retail,,,,,
8625,Frost Spear,spearfrostmonsteronly2,Retail,,,,,
8626,Yari,yarimonsteronly2,Retail,,,,,
8627,Acid Yari,yariacidmonsteronly2,Retail,,,,,
8628,Frost Yari,yarifrostmonsteronly2,Retail,,,,,
8629,Tachi,tachimonsteronly2,Retail,,,,,
8630,Acid Tachi,tachiacidmonsteronly2,Retail,,,,,
8631,Frost Tachi,tachifrostmonsteronly2,Retail,,,,,
8632,Scimitar,scimitarmonsteronly2,Retail,,,,,
8633,Acid Scimitar,scimitaracidmonsteronly2,Retail,,,,,
8634,Frost Scimitar,scimitarfrostmonsteronly2,Retail,,,,,
8635,Electric Discharge,lightningdischarge,Retail,,,,,
8636,Hoory Mattekar Robe,robehoorymattekarknockoff,Retail,,,,,
8637,Bludgeoning Sword,swordbludgeoning,Retail,,,,,
8638,The History of Kryst,krysthistory,Retail,,,,,
8639,Shrine of Sodhi,drudgelurkeractivatedgen,Retail,,,,,
8640,Orb,orbinvisible,Retail,,,,,
8641,Vial of Lapyan Dye,dyewinterblue,Retail,,,,,
8642,Vial of Minalim Dye,dyewintergreen,Retail,,,,,
8643,Vial of Argenory Dye,dyewintersilver,Retail,,,,,
8644,Lapyan Plant,plantwinterblue,Retail,,,,,
8645,Crushed Lapyan Plant,plantwinterbluecrushed,Retail,,,,,
8646,Minalim Plant,plantwintergreen,Retail,,,,,
8647,Crushed Minalim Plant,plantwintergreencrushed,Retail,,,,,
8648,Argenory Plant,plantwintersilver,Retail,,,,,
8649,Crushed Argenory Plant,plantwintersilvercrushed,Retail,,,,,
8650,Lapyan Dye Pot,potdyewinterblue,Retail,,,,,
8651,Minalim Dye Pot,potdyewintergreen,Retail,,,,,
8652,Argenory Dye Pot,potdyewintersilver,Retail,,,,,
8653,Book of Seasons,bookseasons,Retail,,,,,
8654,Gillian the Poacher,leathercrafterpoacher,Retail,,,,,
8655,Shreth Hide Gauntlets,gauntletsshreth,Retail,,,,,
8656,Shreth Hide,shrethhide,Retail,,,,,
8657,Large Shreth Hide,shrethhidelarge,Retail,,,,,
8658,Small Shreth Hide,shrethhidesmall,Retail,,,,,
8659,Shreth Hide Pants,pantsshreth,Retail,,,,,
8660,Shreth Hide Shoes,shoesshreth,Retail,,,,,
8661,Ursuin Hide Coat,coatursuin,Retail,,,,,
8662,Ursuin Hide Girth,girthursuin,Retail,,,,,
8663,Ursuin Hide Helmet,helmetursuin,Retail,,,,,
8664,Large Ursuin Hide,ursuinhidelarge,Retail,,,,,
8665,Ursuin Scalp,ursuinscalp,Retail,,,,,
8666,Pulsating Wisp Heart,wispheart,Retail,,,,,
8667,Glowing Wisp Heart,wisphearthigh,Retail,,,,,
8668,Sickly Wisp Heart,wispheartlow,Retail,,,,,
8669,Essence Flare,wisporb,Retail,,,,,
8670,Dark Heart,wisporbhigh,Retail,,,,,
8671,Essence Flicker,wisporblow,Retail,,,,,
8672,Risen Soldier,zombierisen,Retail,,,,,
8673,Risen Knight,zombierisenknight,Retail,,,,,
8674,Small Ursuin Hide,ursuinhidesmall,Retail,,,,,
8675,Asheron,asheron,Retail,,,,,
8676,A Book of Quests for New Explorers,booknewbiequests,Retail,,,,,
8677,A Society Axe,axenewbiequest,Retail,,,,,
8678,An Explorer Axe,axerarenewbiequest,Retail,,,,,
8679,A Society Leather Basinet,basinetleathernewbiequest,Retail,,,,,
8680,An Explorer Leather Basinet,basinetleatherrarenewbiequest,Retail,,,,,
8681,A Pair Of Society Leather Boots,bootsleathernewbiequest,Retail,,,,,
8682,A Pair Of Explorer Leather Boots,bootsleatherrarenewbiequest,Retail,,,,,
8683,A Society Bracelet Of Coordination,braceletcoordinationnewbiequest,Retail,,,,,
8684,A Society Bracelet Of Strength,braceletstrengthnewbiequest,Retail,,,,,
8685,A Pair Of Society Leather Bracers,bracersleathernewbiequest,Retail,,,,,
8686,A Pair Of Explorer Leather Bracers,bracersleatherrarenewbiequest,Retail,,,,,
8687,A Society Leather Breastplate,breastplateleathernewbiequest,Retail,,,,,
8688,An Explorer Leather Breastplate,breastplateleatherrarenewbiequest,Retail,,,,,
8689,A Society Buckler,bucklernewbiequest,Retail,,,,,
8690,An Explorer Buckler,bucklerrarenewbiequest,Retail,,,,,
8691,A Society Crossbow,crossbownewbiequest,Retail,,,,,
8692,An Explorer Crossbow,crossbowrarenewbiequest,Retail,,,,,
8693,A Society Dagger,daggernewbiequest,Retail,,,,,
8694,An Explorer Dagger,daggerrarenewbiequest,Retail,,,,,
8695,A Society Leather Girth,girthleathernewbiequest,Retail,,,,,
8696,An Explorer Leather Girth,girthleatherrarenewbiequest,Retail,,,,,
8697,A Society Katar,katarnewbiequest,Retail,,,,,
8698,An Explorer Katar,katarrarenewbiequest,Retail,,,,,
8699,A Pair Of Society Leather Leggings,leggingsleathernewbiequest,Retail,,,,,
8700,A Pair Of Explorer Leather Leggings,leggingsleatherrarenewbiequest,Retail,,,,,
8701,Old Lucky Gold Letter,lettergoldnewbiequest,Retail,,,,,
8702,Old Scarlet Red Letter,letterrednewbiequest,Retail,,,,,
8703,A Society Jitte,macenewbiequest,Retail,,,,,
8704,An Explorer Jitte,macerarenewbiequest,Retail,,,,,
8705,A Society Necklace Of Focus,necklacefocusnewbiequest,Retail,,,,,
